"","Channel 1 - Elbow Last (C)","Channel 2 - Forearm Last (C)","Channel 3 - Knuckle Last (C)","Channel 4 - Blade of Hand Last (C)","Channel 5 - Thumb Last (C)","Channel 6 - Cupping Last (C)","Channel 7 - Palm Last (C)","Channel 8 - Elbow (lower) Last (C)"
"1691639310","35.964","37.782","35.775","34.048","33.326","32.798","31.108","32.357"
"1691639311","35.971","37.815","35.753","34.051","33.334","32.809","31.100","32.343"
"1691639312","35.913","37.840","35.709","34.037","33.366","32.794","31.075","32.292"
"1691639313","35.960","37.826","35.738","34.044","33.385","32.783","31.064","32.321"
"1691639314","35.997","37.793","35.705","34.055","33.399","32.769","31.064","32.295"
"1691639315","35.942","37.808","35.654","34.070","33.381","32.776","31.060","32.277"
"1691639316","35.884","37.771","35.676","34.062","33.290","32.761","31.056","32.288"
"1691639317","35.840","37.804","35.698","34.058","33.264","32.787","31.075","32.295"
"1691639318","35.851","37.855","35.713","34.037","33.268","32.780","31.078","32.295"
"1691639319","35.869","37.895","35.687","34.011","33.257","32.754","31.100","32.299"
"1691639320","35.887","37.917","35.610","34.022","33.242","32.729","31.104","32.288"
"1691639321","35.909","37.902","35.647","33.996","33.224","32.681","31.082","32.277"
"1691639322","35.960","37.866","35.621","33.978","33.209","32.652","31.085","32.259"
"1691639323","35.993","37.880","35.617","34.000","33.191","32.612","31.078","32.244"
"1691639324","36.000","37.905","35.636","34.003","33.195","32.583","31.071","32.258"
"1691639325","35.956","37.946","35.650","34.036","33.202","32.561","31.052","32.255"
"1691639326","35.931","37.982","35.679","34.055","33.217","32.553","31.052","32.273"
"1691639327","35.938","37.960","35.701","34.051","33.220","32.568","31.031","32.302"
"1691639328","35.883","37.993","35.720","34.051","33.220","32.594","31.041","32.313"
"1691639329","35.865","38.026","35.734","34.043","33.256","32.615","31.063","32.346"
"1691639330","35.891","38.088","35.745","34.043","33.311","32.641","31.096","32.378"
"1691639331","35.923","38.113","35.756","34.076","33.337","32.644","31.114","32.357"
"1691639332","35.949","38.142","35.752","34.094","33.362","32.652","31.129","32.349"
"1691639333","35.963","38.160","35.745","34.124","33.380","32.663","31.132","32.338"
"1691639334","35.971","38.178","35.745","34.145","33.391","32.652","31.132","32.346"
"1691639335","36.000","38.197","35.741","34.142","33.351","32.659","31.143","32.305"
"1691639336","36.036","38.215","35.716","34.134","33.340","32.699","31.151","32.342"
"1691639337","36.062","38.226","35.716","34.131","33.304","32.710","31.158","32.382"
"1691639338","36.105","38.240","35.701","34.138","33.264","32.699","31.169","32.393"
"1691639339","36.160","38.226","35.686","34.185","33.300","32.695","31.202","32.360"
"1691639340","36.167","38.248","35.683","34.203","33.314","32.706","31.205","32.349"
"1691639341","36.094","38.222","35.661","34.211","33.314","32.710","31.198","32.378"
"1691639342","36.036","38.218","35.661","34.225","33.318","32.721","31.183","32.407"
"1691639343","36.043","38.237","35.646","34.258","33.322","32.721","31.180","32.433"
"1691639344","36.072","38.269","35.628","34.273","33.318","32.732","31.194","32.407"
"1691639345","36.116","38.280","35.635","34.262","33.318","32.732","31.205","32.378"
"1691639346","36.134","38.288","35.639","34.273","33.336","32.761","31.220","32.382"
"1691639347","36.131","38.302","35.653","34.276","33.336","32.764","31.227","32.371"
"1691639348","36.080","38.306","35.642","34.287","33.365","32.768","31.209","32.385"
"1691639349","36.094","38.277","35.635","34.276","33.376","32.786","31.223","32.396"
"1691639350","36.109","38.255","35.632","34.258","33.362","32.753","31.216","32.411"
"1691639351","36.123","38.255","35.653","34.236","33.369","32.797","31.241","32.436"
"1691639352","36.131","38.269","35.686","34.262","33.329","32.848","31.267","32.425"
"1691639353","36.160","38.287","35.686","34.283","33.292","32.848","31.274","32.422"
"1691639354","36.141","38.309","35.661","34.302","33.318","32.848","31.278","32.400"
"1691639355","36.178","38.331","35.661","34.331","33.329","32.848","31.270","32.396"
"1691639356","36.192","38.349","35.671","34.338","33.343","32.859","31.278","32.400"
"1691639357","36.232","38.382","35.664","34.363","33.369","32.877","31.274","32.396"
"1691639358","36.269","38.371","35.657","34.364","33.365","32.855","31.252","32.363"
"1691639359","36.302","38.353","35.668","34.363","33.372","32.848","31.252","32.327"
"1691639360","36.305","38.338","35.638","34.352","33.365","32.844","31.248","32.312"
"1691639361","36.283","38.356","35.606","34.341","33.347","32.848","31.219","32.341"
"1691639362","36.189","38.331","35.606","34.320","33.299","32.848","31.201","32.352"
"1691639363","36.145","38.313","35.628","34.298","33.303","32.855","31.216","32.319"
"1691639364","36.130","38.327","35.620","34.287","33.281","32.884","31.245","32.312"
"1691639365","36.145","38.331","35.649","34.301","33.310","32.902","31.277","32.316"
"1691639366","36.152","38.301","35.689","34.257","33.234","32.928","31.299","32.377"
"1691639367","36.123","38.349","35.719","34.250","33.205","32.935","31.314","32.389"
"1691639368","36.123","38.378","35.722","34.225","33.186","32.935","31.325","32.414"
"1691639369","36.137","38.400","35.729","34.254","33.186","32.939","31.336","32.432"
"1691639370","36.145","38.393","35.729","34.294","33.194","32.957","31.339","32.407"
"1691639371","36.196","38.404","35.737","34.312","33.204","32.953","31.315","32.367"
"1691639372","36.218","38.389","35.733","34.323","33.230","32.920","31.302","32.388"
"1691639373","36.261","38.382","35.733","34.348","33.259","32.873","31.288","32.410"
"1691639374","36.287","38.382","35.718","34.356","33.277","32.866","31.288","32.399"
"1691639375","36.341","38.353","35.729","34.374","33.299","32.833","31.310","32.312"
"1691639376","36.378","38.334","35.737","34.381","33.303","32.818","31.332","32.330"
"1691639377","36.410","38.327","35.733","34.403","33.295","32.807","31.346","32.348"
"1691639378","36.443","38.323","35.722","34.410","33.288","32.807","31.357","32.385"
"1691639379","36.458","38.280","35.736","34.418","33.292","32.789","31.375","32.428"
"1691639380","36.418","38.228","35.740","34.425","33.277","32.767","31.394","32.436"
"1691639381","36.454","38.232","35.736","34.414","33.288","32.767","31.390","32.501"
"1691639382","36.498","38.210","35.755","34.421","33.303","32.793","31.361","32.563"
"1691639383","36.516","38.214","35.780","34.414","33.299","32.829","31.364","32.607"
"1691639384","36.523","38.163","35.758","34.385","33.332","32.829","31.353","32.574"
"1691639385","36.538","38.207","35.758","34.407","33.325","32.884","31.354","32.508"
"1691639386","36.541","38.236","35.758","34.410","33.266","32.938","31.342","32.476"
"1691639387","36.523","38.232","35.755","34.374","33.211","32.946","31.332","32.454"
"1691639388","36.519","38.195","35.743","34.370","33.179","32.938","31.335","32.479"
"1691639389","36.443","38.148","35.765","34.374","33.164","32.935","31.350","32.483"
"1691639390","36.374","38.159","35.751","34.381","33.193","32.913","31.346","32.508"
"1691639391","36.366","38.166","35.754","34.377","33.233","32.898","31.317","32.508"
"1691639392","36.356","38.184","35.725","34.385","33.241","32.887","31.320","32.515"
"1691639393","36.378","38.257","35.704","34.392","33.226","32.880","31.346","32.443"
"1691639394","36.392","38.228","35.714","34.385","33.219","32.883","31.346","32.424"
"1691639395","36.366","38.228","35.711","34.392","33.222","32.898","31.335","32.424"
"1691639396","36.319","38.243","35.718","34.399","33.222","32.934","31.342","32.450"
"1691639397","36.301","38.225","35.729","34.421","33.222","32.945","31.346","32.475"
"1691639398","36.301","38.152","35.733","34.410","33.230","32.924","31.339","32.443"
"1691639399","36.315","38.126","35.725","34.410","33.237","32.905","31.317","32.417"
"1691639400","36.286","38.104","35.733","34.406","33.244","32.883","31.284","32.406"
"1691639401","36.272","38.093","35.707","34.381","33.270","32.862","31.255","32.406"
"1691639402","36.224","38.090","35.722","34.330","33.270","32.843","31.262","32.406"
"1691639403","36.239","38.126","35.747","34.344","33.237","32.865","31.266","32.388"
"1691639404","36.254","38.126","35.754","34.366","33.230","32.869","31.266","32.392"
"1691639405","36.290","38.064","35.758","34.359","33.226","32.854","31.269","32.351"
"1691639406","36.341","38.002","35.747","34.355","33.219","32.854","31.277","32.333"
"1691639407","36.312","37.999","35.729","34.350","33.184","32.903","31.244","32.331"
"1691639408","36.246","38.002","35.711","34.349","33.188","32.928","31.238","32.336"
"1691639409","36.206","37.991","35.729","34.348","33.193","32.953","31.233","32.340"
"1691639410","36.173","37.984","35.740","34.366","33.189","32.963","31.247","32.348"
"1691639411","36.213","37.929","35.740","34.333","33.186","32.832","31.215","32.289"
"1691639412","36.272","37.907","35.754","34.315","33.204","32.807","31.215","32.282"
"1691639413","36.239","37.871","35.765","34.337","33.193","32.767","31.215","32.257"
"1691639414","36.231","37.827","35.765","34.348","33.167","32.752","31.204","32.271"
"1691639415","36.286","37.791","35.772","34.366","33.124","32.767","31.207","32.282"
"1691639416","36.301","37.751","35.783","34.348","33.113","32.825","31.224","32.371"
"1691639417","36.304","37.711","35.769","34.351","33.124","32.885","31.232","32.396"
"1691639418","36.363","37.703","35.758","34.348","33.149","32.945","31.240","32.420"
"1691639419","36.363","37.671","35.758","34.348","33.164","33.014","31.258","32.417"
"1691639420","36.344","37.623","35.769","34.351","33.204","33.091","31.236","32.355"
"1691639421","36.403","37.605","35.747","34.337","33.215","33.043","31.233","32.348"
"1691639422","36.352","37.663","35.754","34.319","33.237","33.014","31.222","32.362"
"1691639423","36.282","37.678","35.739","34.329","33.240","32.967","31.203","32.351"
"1691639424","36.268","37.707","35.747","34.300","33.262","32.934","31.203","32.355"
"1691639425","36.275","37.674","35.761","34.268","33.273","32.887","31.207","32.359"
"1691639426","36.217","37.674","35.754","34.206","33.273","32.890","31.207","32.347"
"1691639427","36.177","37.656","35.750","34.206","33.277","32.854","31.185","32.318"
"1691639428","36.151","37.674","35.747","34.184","33.284","32.828","31.178","32.344"
"1691639429","36.100","37.674","35.758","34.180","33.324","32.799","31.203","32.351"
"1691639430","36.075","37.710","35.776","34.184","33.317","32.796","31.207","32.369"
"1691639431","36.034","37.667","35.776","34.176","33.313","32.777","31.222","32.351"
"1691639432","36.013","37.616","35.776","34.184","33.316","32.744","31.211","32.358"
"1691639433","35.976","37.616","35.750","34.143","33.306","32.741","31.203","32.336"
"1691639434","35.972","37.626","35.757","34.140","33.309","32.734","31.196","32.315"
"1691639435","35.972","37.656","35.783","34.169","33.324","32.734","31.189","32.264"
"1691639436","35.976","37.674","35.787","34.173","33.327","32.730","31.207","32.249"
"1691639437","35.962","37.692","35.783","34.173","33.302","32.734","31.222","32.293"
"1691639438","36.002","37.729","35.765","34.180","33.262","32.763","31.211","32.336"
"1691639439","35.987","37.732","35.743","34.169","33.163","32.755","31.200","32.325"
"1691639440","35.965","37.750","35.728","34.122","33.160","32.759","31.167","32.267"
"1691639441","35.940","37.725","35.732","34.125","33.203","32.799","31.079","32.201"
"1691639442","35.896","37.663","35.714","34.151","33.251","32.839","31.032","32.252"
"1691639443","35.870","37.630","35.706","34.187","33.291","32.843","31.003","32.314"
"1691639444","35.848","37.648","35.721","34.187","33.302","32.846","31.025","32.325"
"1691639445","35.856","37.634","35.739","34.194","33.269","32.832","31.032","32.376"
"1691639446","35.859","37.659","35.761","34.162","33.229","32.824","31.025","32.395"
"1691639447","35.808","37.659","35.797","34.092","33.185","32.795","31.057","32.442"
"1691639448","35.728","37.663","35.776","34.060","33.192","32.777","31.094","32.486"
"1691639449","35.713","37.670","35.728","34.074","33.200","32.792","31.134","32.449"
"1691639450","35.670","37.703","35.699","34.089","33.229","32.821","31.152","32.424"
"1691639451","35.659","37.692","35.681","34.107","33.211","32.813","31.156","32.384"
"1691639452","35.677","37.685","35.684","34.118","33.214","32.810","31.156","32.380"
"1691639453","35.695","37.699","35.706","34.121","33.229","32.802","31.156","32.387"
"1691639454","35.717","37.714","35.713","34.114","33.240","32.806","31.181","32.380"
"1691639455","35.721","37.743","35.728","34.110","33.261","32.824","31.177","32.394"
"1691639456","35.699","37.710","35.746","34.150","33.290","32.813","31.174","32.441"
"1691639457","35.688","37.692","35.731","34.176","33.323","32.831","31.195","32.420"
"1691639458","35.688","37.688","35.746","34.190","33.334","32.842","31.206","32.387"
"1691639459","35.688","37.717","35.753","34.212","33.360","32.860","31.210","32.365"
"1691639460","35.655","37.750","35.768","34.219","33.356","32.860","31.217","32.380"
"1691639461","35.677","37.786","35.779","34.236","33.349","32.853","31.221","32.361"
"1691639462","35.753","37.812","35.793","34.237","33.345","32.840","31.214","32.378"
"1691639463","35.811","37.801","35.797","34.238","33.341","32.828","31.206","32.394"
"1691639464","35.862","37.826","35.786","34.230","33.345","32.791","31.206","32.379"
"1691639465","35.950","37.870","35.797","34.201","33.374","32.744","31.206","32.336"
"1691639466","35.910","37.881","35.793","34.201","33.381","32.729","31.210","32.328"
"1691639467","35.848","37.855","35.782","34.201","33.392","32.678","31.210","32.317"
"1691639468","35.844","37.848","35.782","34.179","33.407","32.656","31.217","32.307"
"1691639469","35.811","37.874","35.793","34.194","33.432","32.660","31.221","32.266"
"1691639470","35.811","37.870","35.791","34.192","33.440","32.678","31.186","32.223"
"1691639471","35.811","37.868","35.790","34.189","33.429","32.680","31.180","32.246"
"1691639472","35.760","37.866","35.789","34.186","33.418","32.682","31.173","32.270"
"1691639473","35.720","37.855","35.808","34.201","33.388","32.700","31.170","32.332"
"1691639474","35.698","37.844","35.789","34.230","33.294","32.751","31.173","32.365"
"1691639475","35.669","37.873","35.738","34.223","33.283","32.754","31.195","32.379"
"1691639476","35.702","37.903","35.735","34.237","33.290","32.773","31.206","32.387"
"1691639477","35.749","37.950","35.727","34.248","33.312","32.776","31.235","32.379"
"1691639478","35.815","37.961","35.724","34.259","33.308","32.787","31.250","32.416"
"1691639479","35.848","38.001","35.695","34.267","33.268","32.791","31.264","32.397"
"1691639480","35.891","38.041","35.713","34.288","33.243","32.780","31.279","32.405"
"1691639481","35.931","38.048","35.716","34.303","33.217","32.794","31.297","32.408"
"1691639482","35.920","38.077","35.727","34.292","33.206","32.802","31.293","32.430"
"1691639483","35.866","38.008","35.738","34.285","33.159","32.784","31.308","32.401"
"1691639484","35.909","38.052","35.735","34.274","33.133","32.783","31.315","32.364"
